samples,life_style,ecosystem,habitat,mean_si,richness,diversity
mgm4665288,host-associated,animal_host-associated,rumen,0.8635240126654211,2366,0.9805253887292974
mgm4665289,host-associated,animal_host-associated,rumen,0.868661832841824,2361,0.9749440861139337
mgm4665291,host-associated,animal_host-associated,rumen,0.8493529891879896,2378,0.9533068306840308
mgm4665292,host-associated,animal_host-associated,rumen,0.8537286811926597,2428,0.9768642076482547
mgm4665293,host-associated,animal_host-associated,rumen,0.8446970010410461,2362,0.9599917910243335
mgm4665294,host-associated,animal_host-associated,rumen,0.8729941895823569,2492,0.9828911864269262
mgm4665295,host-associated,animal_host-associated,rumen,0.8708061522888264,2402,0.9497891661181175
mgm4665296,host-associated,animal_host-associated,rumen,0.870068116763751,2367,0.9618339611775171
mgm4665297,host-associated,animal_host-associated,rumen,0.8664072983640174,2303,0.9555008771922694
mgm4665298,host-associated,animal_host-associated,rumen,0.9192804095589278,2449,0.9705219254542544
mgm4665881,host-associated,human_host-associated,saliva,0.973932735100787,2337,0.98419958823688
mgm4665882,host-associated,human_host-associated,saliva,0.9696039730770178,2371,0.9583726191203848
mgm4665883,host-associated,human_host-associated,saliva,0.9687045029012155,2389,0.9434995036615615
mgm4665884,host-associated,human_host-associated,saliva,0.9725194297157281,2387,0.7293896958663226
mgm4665885,host-associated,human_host-associated,saliva,0.9738259581729737,2352,0.8743391134713335
mgm4665886,host-associated,human_host-associated,saliva,0.9692378821557943,2376,0.848872542597661
mgm4665887,host-associated,human_host-associated,saliva,0.9729504000877872,2346,0.6515013353945619
mgm4665888,host-associated,human_host-associated,saliva,0.9697068215873252,2333,0.8680290051744117
mgm4665889,host-associated,human_host-associated,saliva,0.9717875066677469,2371,0.8654050313418603
mgm4665890,host-associated,human_host-associated,saliva,0.9750005493825966,2345,0.8688785881532674
mgm4665891,host-associated,human_host-associated,saliva,0.9710911252341439,2384,0.7239422052051809
mgm4665892,host-associated,human_host-associated,saliva,0.9709036309741536,2254,0.8651524342668515
mgm4666066,host-associated,human_host-associated,saliva,0.9768627113153552,2365,0.7647405131672766
mgm4666067,host-associated,human_host-associated,saliva,0.9656780179612761,2332,0.8841830414709898
mgm4666069,host-associated,human_host-associated,saliva,0.9732503917690069,2341,0.70684626444303
mgm4666070,host-associated,human_host-associated,saliva,0.9677318046374774,2398,0.7864950579545154
mgm4666325,host-associated,animal_host-associated,animal_feces,0.879382779119778,2342,0.8468405889620294
mgm4666326,host-associated,animal_host-associated,animal_feces,0.868399124294286,2352,0.8299018143119978
mgm4666327,host-associated,animal_host-associated,animal_feces,0.8594469711293262,2388,0.7746253635119672
mgm4666456,free-living,soil,peat_soil,0.8041976653892601,2330,0.9006434632697153
mgm4667018,free-living,soil,desert_soil,0.8361118631040776,2376,0.8572888178774778
mgm4667019,free-living,soil,desert_soil,0.8330700373192989,2313,0.8970145878747536
mgm4667020,free-living,soil,desert_soil,0.8138039126797091,2328,0.9140043543681708
mgm4667021,free-living,soil,desert_soil,0.7914630415883965,2323,0.9182308404268872
mgm4667022,free-living,soil,desert_soil,0.816020385478112,2358,0.870251156035259
mgm4667023,free-living,soil,desert_soil,0.8730978755954135,2396,0.8059165318011877
mgm4667024,free-living,soil,desert_soil,0.8318770972009907,2386,0.8396884965070915
mgm4667025,free-living,soil,desert_soil,0.861066248037189,2378,0.8743145702293366
mgm4667026,free-living,soil,desert_soil,0.780098689024623,2305,0.911675662848518
mgm4667027,free-living,soil,desert_soil,0.8471950667583477,2376,0.8044183490072085
mgm4667028,free-living,soil,desert_soil,0.7969294383983788,2337,0.8662424322398043
mgm4667029,free-living,soil,desert_soil,0.7946306254721727,2385,0.8059796215902086
mgm4667030,free-living,soil,desert_soil,0.8041157260777191,2268,0.8769405299674548
mgm4667031,free-living,soil,desert_soil,0.8205260758030403,2333,0.5323886076690058
mgm4667032,free-living,soil,desert_soil,0.7931318607878377,2330,0.9701185871461531
mgm4667033,free-living,soil,desert_soil,0.8265815684902676,2038,0.9172802176090422
mgm4667035,free-living,soil,desert_soil,0.86909160439783,2238,0.9749138310360853
mgm4667036,free-living,soil,desert_soil,0.8228400431471977,2335,0.9894734393180934
mgm4667084,host-associated,human_host-associated,saliva,0.9708732909011986,1956,0.988356734240419
mgm4667085,host-associated,human_host-associated,saliva,0.9680770628932599,1912,0.8431088105895138
mgm4667096,host-associated,human_host-associated,saliva,0.9689542042869954,2020,0.8996204458467478
mgm4667097,host-associated,human_host-associated,saliva,0.9672625520154754,2209,0.8254910961618416
mgm4667098,host-associated,human_host-associated,saliva,0.9785032615098767,2345,0.9882183716065844
mgm4667212,free-living,soil,agricultural_soil,0.8649595110583234,2139,0.9021136604069349
mgm4667213,free-living,soil,agricultural_soil,0.828252368655801,2233,0.9738516000782858
mgm4667214,free-living,soil,agricultural_soil,0.8796231038434892,2338,0.987642994615331
mgm4667215,free-living,soil,agricultural_soil,0.8246751169184978,2345,0.9866374338045054
mgm4667216,free-living,soil,agricultural_soil,0.8342607725013785,2218,0.9491964717388341
mgm4667217,free-living,soil,agricultural_soil,0.8234898060252067,2300,0.9886408638059316
mgm4667220,free-living,soil,agricultural_soil,0.8290523984821276,2013,0.9685675560802682
mgm4667221,free-living,soil,agricultural_soil,0.8819513568837104,1149,0.8959236919082105
mgm4667222,free-living,soil,agricultural_soil,0.8648849116656951,2126,0.9863801193685365
mgm4667223,free-living,soil,agricultural_soil,0.8381305266372647,2396,0.9537370064681829
mgm4667225,free-living,soil,agricultural_soil,0.8245363518224768,2461,0.9837496641224093
mgm4667226,free-living,soil,agricultural_soil,0.8544431594558136,2455,0.9617109052669958
mgm4667227,free-living,soil,agricultural_soil,0.893879982343413,2459,0.9837782212199153
mgm4667228,free-living,soil,agricultural_soil,0.8349794202137243,2410,0.9838661286628139
mgm4667232,free-living,soil,agricultural_soil,0.8952596032785001,2451,0.9838003418888982
mgm4667233,free-living,soil,agricultural_soil,0.8797617395428127,2111,0.9578436840559041
mgm4667234,free-living,soil,agricultural_soil,0.8343521555027877,2395,0.9541220728787324
mgm4667235,free-living,soil,agricultural_soil,0.8349465958770489,2443,0.9831439319459496
mgm4667236,free-living,soil,agricultural_soil,0.8388367327803243,2419,0.9672302348863481
mgm4667238,free-living,soil,agricultural_soil,0.8256881731771774,2470,0.9557831523945514
mgm4670116,free-living,soil,savanna_soil,0.8353498547327705,2468,0.9819540154252389
mgm4670117,free-living,soil,savanna_soil,0.813542164466586,2222,0.9562150372947413
mgm4670118,free-living,soil,savanna_soil,0.8279393443664328,2423,0.9608779906091114
mgm4670119,free-living,soil,savanna_soil,0.8223794359819041,2471,0.9824177243154608
mgm4670120,free-living,soil,savanna_soil,0.8446684015031397,2417,0.9833628554114338
mgm4670121,free-living,soil,savanna_soil,0.836636108543979,2448,0.9826180829651644
mgm4670122,free-living,soil,savanna_soil,0.8400643974313228,2226,0.8847930241763063
mgm4670123,free-living,soil,savanna_soil,0.8425638302995544,2130,0.8259520848058379
mgm4674280,host-associated,animal_host-associated,bodily_fluid,0.9383473812985991,2038,0.9106934530691402
mgm4674282,host-associated,animal_host-associated,bodily_fluid,0.9368905825310051,2269,0.8923586364661514
mgm4674285,host-associated,animal_host-associated,bodily_fluid,0.913438819093532,2024,0.6117032043765935
mgm4674287,host-associated,animal_host-associated,bodily_fluid,0.9279825418243719,2157,0.8512611808704006
mgm4674289,host-associated,animal_host-associated,bodily_fluid,0.9547464824028937,2283,0.9262353437210167
mgm4674291,host-associated,animal_host-associated,bodily_fluid,0.9335850804520036,2142,0.829152244355225
mgm4674293,host-associated,animal_host-associated,bodily_fluid,0.9126343225710694,2227,0.9056596029143951
mgm4674295,host-associated,animal_host-associated,bodily_fluid,0.9359968060769018,2191,0.8146254157736283
mgm4674297,host-associated,animal_host-associated,bodily_fluid,0.9225916727654739,2245,0.8591382326951809
mgm4674299,host-associated,animal_host-associated,bodily_fluid,0.9343513438974124,2247,0.8308969297414432
mgm4674301,host-associated,animal_host-associated,bodily_fluid,0.9331988226554654,2185,0.8216320147728775
mgm4674303,host-associated,animal_host-associated,bodily_fluid,0.9378501695703766,2207,0.9065561905591345
mgm4674305,host-associated,animal_host-associated,bodily_fluid,0.9406904760146948,2329,0.7760900675131797
mgm4674307,host-associated,animal_host-associated,bodily_fluid,0.9265324587799376,2279,0.7383150969686267
mgm4674936,host-associated,animal_host-associated,animal_feces,0.9250454810623225,2440,0.9257083902170381
mgm4674938,host-associated,animal_host-associated,animal_feces,0.9301716236859244,1101,0.3056263952797762
mgm4675013,free-living,wastewater,wastewater_treatment_plant,0.8254823409302212,2462,0.9750235061089225
mgm4675014,free-living,wastewater,sludge,0.8505404019140983,2442,0.9835508525416508
mgm4675015,free-living,wastewater,sludge,0.8256929222762617,1926,0.677125825557661
mgm4675016,free-living,wastewater,wastewater_treatment_plant,0.850019176859506,1481,0.37496843019874826
mgm4675773,host-associated,human_host-associated,human_feces,0.9886799725532806,1138,0.7202672902226104
mgm4675775,host-associated,human_host-associated,human_feces,0.986314737369557,2000,0.4828825081243864
mgm4675776,host-associated,human_host-associated,human_feces,0.9906062931896986,1297,0.7128283325856093
mgm4675779,host-associated,human_host-associated,human_feces,0.9882395870776961,2470,0.9763931665022324
mgm4675780,host-associated,human_host-associated,human_feces,0.9864138053386546,2458,0.9786350973394988
mgm4675783,host-associated,human_host-associated,human_feces,0.9867238308765397,1878,0.27502732064354796
mgm4675784,host-associated,human_host-associated,human_feces,0.9892892455238084,2452,0.9806252110688992
mgm4675786,host-associated,human_host-associated,human_feces,0.9866490125315185,2453,0.3088154856068004
mgm4675788,host-associated,human_host-associated,human_feces,0.987201512236738,2322,0.823970289594059
mgm4675790,host-associated,human_host-associated,human_feces,0.9840360636591441,2325,0.8759007466721974
mgm4675792,host-associated,human_host-associated,human_feces,0.9881108068972785,2301,0.8415538900030062
mgm4675793,host-associated,human_host-associated,human_feces,0.9891123116525096,2314,0.8453455011397536
mgm4675794,host-associated,human_host-associated,human_feces,0.9900192871408717,2297,0.8401466771739505
mgm4675795,host-associated,human_host-associated,human_feces,0.9858082639092343,2440,0.8980426943880302
mgm4675796,host-associated,human_host-associated,human_feces,0.9901126042659131,2437,0.862032020412593
mgm4675799,host-associated,human_host-associated,human_feces,0.986138576124433,2453,0.9788099687375115
mgm4675800,host-associated,human_host-associated,human_feces,0.989884456136353,2107,0.9122906580052794
mgm4675802,host-associated,human_host-associated,human_feces,0.9896383902330056,1611,0.8802285846279408
mgm4675803,host-associated,human_host-associated,human_feces,0.9884357916833234,851,0.7331937010100384
mgm4675804,host-associated,human_host-associated,human_feces,0.9897953849482475,1683,0.9125199844290902
mgm4675806,host-associated,human_host-associated,human_feces,0.9867675404373518,2144,0.8281885756886213
mgm4675807,host-associated,human_host-associated,human_feces,0.9850395024477614,2274,0.693443276042218
mgm4675808,host-associated,human_host-associated,human_feces,0.9858794764095742,1272,0.8095018573167972
mgm4675809,host-associated,human_host-associated,human_feces,0.9867173273933578,2460,0.9648193673207653
mgm4675811,host-associated,human_host-associated,human_feces,0.9904401832138786,2299,0.9109539712792787
mgm4675812,host-associated,human_host-associated,human_feces,0.9898336266243111,2141,0.9060571622242043
mgm4675816,host-associated,human_host-associated,human_feces,0.9875480009033059,1037,0.7454928682668321
mgm4679712,free-living,sediment,river_sediment,0.7876098514881107,2296,0.9732480866437943
mgm4679713,free-living,sediment,river_sediment,0.7862411541458596,2222,0.9564009083849879
mgm4679715,free-living,sediment,river_sediment,0.7830181149473284,2219,0.9564386988724383
mgm4679716,free-living,sediment,river_sediment,0.7874224557812327,2153,0.9511054529828513
mgm4679721,free-living,sediment,river_sediment,0.7875380353741807,2262,0.9591827291946161
mgm4680824,host-associated,animal_host-associated,animal_manure,0.89884005723416,2132,0.9535306660483391
mgm4680829,host-associated,animal_host-associated,animal_manure,0.9934209054533194,2316,0.9830790362686792
mgm4680836,host-associated,animal_host-associated,animal_manure,0.8519509704715791,2249,0.9725146652157391
mgm4680838,host-associated,animal_host-associated,animal_manure,0.8303539622765089,2137,0.9548432103874717
mgm4680840,host-associated,animal_host-associated,animal_manure,0.9843370275937291,2275,0.9847745539937925
mgm4680843,host-associated,animal_host-associated,animal_manure,0.9893021265735326,2124,0.9523932069729936
mgm4680845,host-associated,animal_host-associated,animal_manure,0.9896005467702017,2082,0.9616802636893778
mgm4680847,host-associated,animal_host-associated,animal_manure,0.99015086840418165,2246,0.972232548329306
mgm4680849,host-associated,animal_host-associated,animal_manure,0.9749374481127111,2277,0.9833078277749261
mgm4680851,host-associated,animal_host-associated,animal_manure,0.8456358518819781,2169,0.9744643135600138
mgm4680855,host-associated,animal_host-associated,animal_manure,0.8536538345726736,2212,0.9838902448533773
mgm4680858,host-associated,animal_host-associated,animal_manure,0.9911315625274284,2239,0.9566964508718088
mgm4680862,host-associated,animal_host-associated,animal_manure,0.8408427571904461,2281,0.9586465570389426
mgm4680868,host-associated,animal_host-associated,animal_manure,0.9456631291617502,2181,0.9740857867668694
mgm4680881,host-associated,animal_host-associated,animal_feces,0.9328349329513554,2232,0.984600187979905
mgm4680882,host-associated,animal_host-associated,animal_feces,0.9229065598942616,2307,0.9831702810037725
mgm4680885,host-associated,animal_host-associated,animal_feces,0.941970648979508,2297,0.9852466704476868
mgm4680887,host-associated,animal_host-associated,animal_feces,0.9458390562509926,2269,0.9592034380285901
mgm4680896,host-associated,animal_host-associated,animal_feces,0.9469268529120927,2340,0.9850947024840226
mgm4680968,host-associated,animal_host-associated,animal_manure,0.921235648048163,2197,0.9752430891126712
mgm4680970,host-associated,animal_host-associated,animal_manure,0.9239887567680044,2160,0.9513005800185477
mgm4680972,host-associated,animal_host-associated,animal_manure,0.8365059968213943,1791,0.9593050351411528
mgm4681440,host-associated,plant_associated,plant-associated,0.9532739088476097,2273,0.9848595942146633
mgm4682557,host-associated,animal_host-associated,animal_feces,0.9483997808901745,2216,0.9839989080195952
mgm4683353,host-associated,plant_associated,rhizosphere,0.9454901609726496,2322,0.9845808132455253
mgm4683369,host-associated,plant_associated,rhizosphere,0.9556751264955388,2317,0.9848526257868835
mgm4683415,free-living,freshwater,lake,0.8702938022846639,2258,0.9847248532090257
mgm4683416,free-living,freshwater,lake,0.9435205156562558,2270,0.9832709522709775
mgm4683417,free-living,freshwater,lake,0.949528561441634,2328,0.984927562188032
mgm4683418,host-associated,plant_associated,rhizosphere,0.9325792489628436,2225,0.9563894382773492
mgm4683431,host-associated,plant_associated,rhizosphere,0.9203605083125028,2316,0.974557112103628
mgm4683702,free-living,saline_water,coral_reef_seawater,0.8836628405708069,2282,0.9694537431016673
mgm4683980,host-associated,animal_host-associated,animal_feces,0.9398104632330084,2281,0.984835864989709
mgm4684109,host-associated,plant_associated,rhizosphere,0.9479053305327625,2150,0.9657116580367757
mgm4684211,free-living,wastewater,sewage,0.8985459564714845,2294,0.9743274409509055
mgm4684212,free-living,wastewater,sewage,0.7856131395396059,2167,0.9852703004371755
mgm4685222,free-living,saline_water,saline_water_biofilm,0.9023694892791124,2169,0.9665964705489146
mgm4685223,free-living,saline_water,saline_water_biofilm,0.899956893391015,1917,0.9713943762820345
mgm4685224,free-living,saline_water,saline_water_biofilm,0.8985063261165537,2154,0.9850926274023746
mgm4687116,free-living,wastewater,sludge,0.9100808582864853,2281,0.9743019221428987
mgm4687117,free-living,wastewater,sludge,0.9046972688572632,2212,0.9577603328485543
mgm4687118,free-living,wastewater,sludge,0.9064734179105493,2073,0.9779436205058242
mgm4687973,free-living,wastewater,sludge,0.8664161658674524,2315,0.9860555908608588
mgm4687974,free-living,wastewater,sludge,0.8757888773082588,2270,0.985035985379394
mgm4687976,free-living,wastewater,sludge,0.8724395874697612,1998,0.9823315550125336
mgm4687977,free-living,wastewater,sludge,0.86848137974755,2280,0.9763216666742599
mgm4687978,free-living,wastewater,sludge,0.8782618868364358,1938,0.9697470263175073
mgm4688234,free-living,wastewater,sludge,0.8596847007260281,2305,0.9745172988609357
mgm4688237,free-living,wastewater,sludge,0.8642213366564955,2202,0.9575008038987889
mgm4688240,free-living,wastewater,sludge,0.8780535844060828,2169,0.9658935464040839
mgm4688374,host-associated,plant_associated,forest_soil,0.8509211724926821,1973,0.9807655770143688
mgm4688575,free-living,freshwater,river,0.8894224800818534,2225,0.9737267933992912
mgm4688577,free-living,freshwater,river,0.8392890461900795,2270,0.976436990210923
mgm4688578,free-living,freshwater,river,0.8978679837775347,2375,0.983063362296747
mgm4688579,free-living,freshwater,river,0.8385513117285692,2338,0.9861821934910141
mgm4688580,free-living,freshwater,river,0.8517045048279372,2274,0.9693738505093912
mgm4688582,free-living,freshwater,river,0.8353731737639042,2199,0.965538156827316
mgm4688584,free-living,freshwater,river,0.859989727878194,2176,0.9650405012468711
mgm4688585,free-living,freshwater,river,0.8493511388896852,1972,0.9745677330910384
mgm4688586,free-living,freshwater,river,0.9070661542734598,2363,0.9828277522858816
mgm4688630,host-associated,plant_associated,plant-associated,0.8987304616011801,2295,0.9852270312274156
mgm4688631,host-associated,plant_associated,plant-associated,0.9187191464698206,2231,0.973564692236487
mgm4688633,host-associated,plant_associated,plant-associated,0.9191111515289582,2179,0.9767938177540648
mgm4689127,host-associated,human_host-associated,human_associated_biofilm,0.9551379270736854,1977,0.9513584619138659
mgm4689323,host-associated,human_host-associated,human_associated_biofilm,0.9641357894104066,2085,0.9364746693195769
mgm4689539,host-associated,plant_associated,rhizosphere,0.9615242948895082,1986,0.9059254065986719
mgm4690389,free-living,soil,forest_soil,0.8752989218835098,1963,0.9466325566930684
mgm4690390,free-living,soil,desert_soil,0.8896660131034358,2002,0.8722845829389861
mgm4690391,free-living,soil,desert_soil,0.8895895527100023,1997,0.877174987650413
mgm4690392,free-living,soil,grassland,0.8984361091099904,1871,0.9149764767557073
mgm4690393,free-living,soil,desert_soil,0.8890385078710529,2025,0.9182033562123331
mgm4690394,free-living,soil,grassland,0.8958991307472091,2009,0.8583700881472409
mgm4690395,free-living,soil,forest_soil,0.8511976924953673,2098,0.9478638830439832
mgm4690396,free-living,soil,forest_soil,0.8730901082632058,1905,0.8961461426823492
mgm4690397,free-living,soil,grassland,0.8931186148617569,1938,0.9470764573132212
mgm4690398,free-living,soil,forest_soil,0.8490719538016313,2160,0.9194894884119559
mgm4690399,free-living,soil,grassland,0.895385795263649,1735,0.902573779665924
mgm4690401,free-living,soil,grassland,0.8915800481546403,1649,0.9313349790717089
mgm4690402,free-living,soil,forest_soil,0.8736986749536724,1671,0.8014122904948915
mgm4690403,free-living,soil,forest_soil,0.8503449640137485,2296,0.9759780253315299
mgm4690404,free-living,soil,forest_soil,0.8721911011648193,2349,0.8916277168076578
mgm4690406,free-living,soil,forest_soil,0.8500442733249169,2084,0.9616787816948869
mgm4690408,free-living,soil,desert_soil,0.8899476841463995,2136,0.9550683711347001
mgm4690409,free-living,soil,desert_soil,0.8890750478986618,2403,0.958736639706311
mgm4690410,free-living,soil,forest_soil,0.8725930936967817,707,0.927050512387686
mgm4690411,free-living,soil,forest_soil,0.8483379050543082,989,0.8375357078876134
mgm4690412,free-living,soil,forest_soil,0.8507580330333275,1450,0.8638279205378306
mgm4690413,free-living,soil,forest_soil,0.8493781694386248,2217,0.9152550717561125
mgm4690414,free-living,soil,desert_soil,0.8895205545280532,2273,0.8979034586337635
mgm4690415,free-living,soil,forest_soil,0.8476994937873412,2289,0.8755350767961422
mgm4690416,free-living,soil,forest_soil,0.874573552075168,1979,0.8287149490169917
mgm4690417,free-living,soil,grassland,0.8989812551552743,1909,0.7869112909660232
mgm4690418,free-living,soil,desert_soil,0.8897112860553202,1901,0.7851601343580433
mgm4690419,free-living,soil,forest_soil,0.8487293227976613,1970,0.8201505582164571
mgm4690421,free-living,soil,forest_soil,0.8517096880790056,2073,0.5735134327278
mgm4690422,free-living,soil,forest_soil,0.8482369768559836,2244,0.9045102273339185
mgm4690423,free-living,soil,forest_soil,0.849020913095058,2203,0.8694076824525818
mgm4690424,free-living,soil,forest_soil,0.8477049547780858,2330,0.8827595556656123
mgm4690425,free-living,soil,forest_soil,0.8503266607235247,2205,0.8910477773004426
mgm4690426,free-living,soil,forest_soil,0.8484667569777339,2320,0.9081151243729504
mgm4690428,free-living,soil,desert_soil,0.8900158267372527,2011,0.9274161666752256
mgm4690500,free-living,soil,grassland,0.887171539546626,1822,0.5969983162606591
mgm4690501,free-living,soil,desert_soil,0.8765143596330275,1718,0.8667512813426546
mgm4690502,free-living,soil,forest_soil,0.8500869643510849,2269,0.857923856174067
mgm4690503,free-living,soil,forest_soil,0.8543642129607029,1879,0.696536360347892
mgm4690506,free-living,soil,grassland,0.8837656367752983,2267,0.8887592888321958
mgm4690507,free-living,soil,forest_soil,0.8467269763608768,1774,0.7223419154319131
mgm4690509,free-living,soil,forest_soil,0.8579964973566937,2380,0.9036688924724909
mgm4690510,free-living,soil,forest_soil,0.8487620916117374,2380,0.9836888973625912
mgm4690512,free-living,soil,forest_soil,0.8471074054685547,2368,0.9847035268526327
mgm4690513,free-living,soil,grassland,0.8840396034686879,2392,0.9846667719364192
mgm4690515,free-living,soil,desert_soil,0.889669548297031,2352,0.9831215972845814
mgm4690516,free-living,soil,forest_soil,0.8752983192435522,2341,0.983642065237564
mgm4690517,free-living,soil,forest_soil,0.84697542192032,2328,0.9850138428831288
mgm4690518,free-living,soil,forest_soil,0.8472937739975829,2349,0.9821602757187213
mgm4690519,free-living,soil,forest_soil,0.8422424508959419,2444,0.9808185455227008
mgm4690521,free-living,soil,grassland,0.8820464740674162,2427,0.9850202873167053
mgm4690523,free-living,soil,forest_soil,0.8465346276181668,2350,0.9861234637049534
mgm4690524,free-living,soil,grassland,0.8878747765148379,2422,0.9856761475186877
mgm4690525,free-living,soil,desert_soil,0.8888426936791773,2377,0.9796926608742162
mgm4690527,free-living,soil,desert_soil,0.8845994099508132,2364,0.9839375163254828
mgm4690528,free-living,soil,forest_soil,0.8357464296877982,2379,0.9855062278543315
mgm4690531,free-living,soil,forest_soil,0.8778942405183326,2338,0.9838805732529093
mgm4690533,free-living,soil,grassland,0.8822953893746233,2397,0.9850521287425587
mgm4690534,free-living,soil,forest_soil,0.8532225858579073,1116,0.05540949511144522
mgm4690537,free-living,soil,forest_soil,0.8478192286890996,2234,0.804895601541006
mgm4690540,free-living,soil,desert_soil,0.8757253017230878,2252,0.8438317142613927
mgm4690541,free-living,soil,desert_soil,0.8841155899214664,2123,0.8384274447784483
mgm4690542,free-living,soil,desert_soil,0.8845067081404713,2276,0.87393138545585
mgm4690543,free-living,soil,forest_soil,0.8568464954786341,2239,0.8776863250505219
mgm4690545,free-living,soil,forest_soil,0.8537290420158776,2139,0.8464279422072576
mgm4690930,free-living,soil,forest_soil,0.8479848362527541,2080,0.8494110234002239
mgm4690945,free-living,soil,forest_soil,0.8778072884887942,1844,0.8542177763530996
mgm4690985,free-living,soil,forest_soil,0.8775250298618722,1992,0.8911519169370071
mgm4691110,host-associated,human_host-associated,human-gut,0.9275690966967123,2196,0.8370431468021654
mgm4691111,host-associated,human_host-associated,human-gut,0.9406727521519329,1929,0.9030333513413288
mgm4691112,host-associated,human_host-associated,human-gut,0.9489399773366414,2075,0.8614677722933899
mgm4691113,host-associated,human_host-associated,human-gut,0.940349980109744,2324,0.9736390058932147
mgm4691114,host-associated,human_host-associated,human-gut,0.9560099239399567,2157,0.9773020376953079
mgm4691115,host-associated,human_host-associated,human-gut,0.9500274873061288,2262,0.9844165831839883
mgm4691116,host-associated,human_host-associated,human-gut,0.9493863235563965,2160,0.9767366436555753
mgm4691117,host-associated,human_host-associated,human-gut,0.9476303500685038,2173,0.9699979048653231
mgm4691119,host-associated,human_host-associated,human-gut,0.9364095843583186,2177,0.9708955225819365
mgm4691120,host-associated,human_host-associated,human-gut,0.9011343165478841,2260,0.984340724062119
mgm4691121,host-associated,human_host-associated,human-gut,0.9587902230165651,2293,0.972484013550624
mgm4691122,host-associated,human_host-associated,human-gut,0.9212320149211919,2220,0.9819612076538995
mgm4691123,host-associated,human_host-associated,human-gut,0.9220416038226134,2265,0.9864954264785938
mgm4691124,host-associated,human_host-associated,human-gut,0.9546945706613542,2204,0.9843620930519952
mgm4691125,host-associated,human_host-associated,human-gut,0.9564114848112978,2026,0.9209366578744786
mgm4691127,host-associated,human_host-associated,human-gut,0.9657530870921719,2243,0.9849549298278276
mgm4691267,free-living,soil,grassland,0.8822111944564069,2158,0.9610794609677459
mgm4692823,free-living,saline_water,saline_water_biofilm,0.9687429288591481,2288,0.9730159059947202
mgm4692828,free-living,saline_water,saline_water_biofilm,0.9781765135726131,2273,0.9756479200844078
mgm4693524,host-associated,human_host-associated,human_associated_biofilm,0.9612556426395868,2121,0.974182680946348
mgm4693638,free-living,soil,grassland,0.8933185934984234,2246,0.9719020811306636
mgm4694154,free-living,soil,grassland,0.894486717525486,2228,0.9821639711613857
mgm4694205,free-living,freshwater,freshwater_biofilm,0.8072876568518389,2288,0.9868613639896144
mgm4694206,free-living,freshwater,freshwater_biofilm,0.8297743020039468,2257,0.9717032686969198
mgm4694207,free-living,freshwater,freshwater_biofilm,0.8274461667614212,2123,0.970727705166234
mgm4694208,free-living,freshwater,freshwater_biofilm,0.8315519177395329,2186,0.9839124820821751
mgm4694209,free-living,freshwater,freshwater_biofilm,0.8272019748322933,2284,0.9824152709575799
mgm4694210,free-living,freshwater,freshwater_biofilm,0.8231721652445928,2281,0.977836563499901
mgm4694211,free-living,freshwater,freshwater_biofilm,0.811044556632753,2259,0.9621074612692418
mgm4694212,free-living,freshwater,freshwater_biofilm,0.8239449477099089,2237,0.9851306356707931
mgm4694213,free-living,freshwater,freshwater_biofilm,0.8171688836116676,2269,0.9233658835476928
mgm4694214,free-living,freshwater,freshwater_biofilm,0.8405930881464199,2162,0.9601795045030048
mgm4694746,host-associated,animal_host-associated,animal_feces,0.8439429854681303,2136,0.971574693377045
mgm4694757,host-associated,animal_host-associated,coral,0.9517353186381181,2127,0.9733795890605984
mgm4694758,host-associated,animal_host-associated,coral,0.9688763595288363,1952,0.9165582919806716
mgm4694759,host-associated,animal_host-associated,coral,0.9569117455595963,2271,0.9243179870048832
mgm4694760,host-associated,animal_host-associated,coral,0.969242090502891,1270,0.8869169188421734
mgm4696715,host-associated,human_host-associated,saliva,0.9748308839715172,2173,0.722225921621604
mgm4697957,free-living,soil,agricultural_soil,0.8703923848319308,2330,0.9143335068825815
mgm4697958,free-living,soil,agricultural_soil,0.9386576472606041,2114,0.8592106569970189
mgm4698151,host-associated,animal_host-associated,coral,0.9856093629092,2265,0.921603033748788
mgm4698156,host-associated,animal_host-associated,coral,0.9846657985546282,1823,0.7010972847432383
mgm4698159,host-associated,animal_host-associated,coral,0.9837059297682167,2345,0.9191794427332167
mgm4698165,host-associated,animal_host-associated,coral,0.9788381909851892,2345,0.9191793843755797
mgm4698176,host-associated,animal_host-associated,coral,0.9727815828837546,1946,0.9394894464505485
mgm4698179,host-associated,animal_host-associated,coral,0.9762882386446301,1773,0.7494769371572148
mgm4698183,host-associated,animal_host-associated,coral,0.9736938230550544,2002,0.9012548287455029
mgm4698299,host-associated,human_host-associated,saliva,0.9673914182179348,1991,0.8928591137423082
mgm4698363,free-living,saline_water,coastal_seawater,0.8123866149061687,1464,0.16386019509442173
mgm4698364,free-living,saline_water,coastal_seawater,0.8400663145758643,2322,0.9292870256810849
mgm4698585,free-living,freshwater,river,0.8458423814308621,2235,0.8647714395669095
mgm4698586,free-living,freshwater,river,0.8120082274972686,2018,0.8531269133399791
mgm4698587,free-living,freshwater,river,0.7999191607971828,2294,0.9067755381124746
mgm4698588,free-living,freshwater,river,0.8065852611938356,2239,0.9064576247816994
mgm4698589,free-living,freshwater,river,0.8178425744105431,2023,0.8924266447013545
mgm4698590,free-living,freshwater,river,0.8191904949559184,2300,0.8635920200198228
