samples,life_style,ecosystem,habitat,mean_si,richness,diversity
DRR125227,free-living,groundwater,porous_contaminated,0.8771595075201609,2485,0.9798301424217754
ERR2108715,free-living,groundwater,karst_porous,0.92043921471013,2502,0.9651361640694603
ERR2191545,free-living,groundwater,subsurface_saline,0.837046602279117,2495,0.9757183455529997
ERR2191546,free-living,groundwater,subsurface_saline,0.8922279127915264,2505,0.9763098384761105
mgm4466148,host-associated,human_host-associated,human_feces,0.9725261539661236,2369,0.9659354414016981
mgm4466149,host-associated,human_host-associated,human_feces,0.9625279256154988,2322,0.9661760468919426
mgm4466163,host-associated,human_host-associated,human_feces,0.9549588673363021,2227,0.987155379599184
mgm4466188,host-associated,human_host-associated,human_feces,0.9646150691075932,2237,0.9832119387478404
mgm4466194,host-associated,human_host-associated,human_feces,0.972471649911347,2259,0.9811027079699494
mgm4466257,host-associated,human_host-associated,human_feces,0.9671031907925302,2318,0.9809204953893792
mgm4466602,host-associated,human_host-associated,human_feces,0.9788848773258852,2352,0.9773897338165031
mgm4467109,host-associated,human_host-associated,human_feces,0.9736262497944307,2334,0.982339153870158
mgm4467420,free-living,wastewater,sludge,0.8279258277981522,2277,0.9772495027930929
mgm4469340,free-living,soil,permafrost,0.8091085672770634,2392,0.9846583744710639
mgm4469538,free-living,soil,permafrost,0.8034434761579494,2330,0.9844843574500847
mgm4469540,free-living,soil,permafrost,0.8032179415728351,2281,0.9807028386825318
mgm4469858,host-associated,human_host-associated,human_feces,0.9652379956225287,2342,0.955504708436901
mgm4470009,free-living,soil,permafrost,0.7939211857356978,2351,0.9814038695362712
mgm4470010,free-living,soil,permafrost,0.7938014693620963,2361,0.9813609246447633
mgm4470253,free-living,soil,permafrost,0.823634571789348,2282,0.9798323954850049
mgm4470254,free-living,soil,permafrost,0.7951651687124306,2296,0.9670905105391919
mgm4470255,free-living,soil,permafrost,0.8345398229313337,2387,0.982170094933767
mgm4470315,free-living,soil,permafrost,0.8100879902826127,2273,0.9861276947510473
mgm4470378,free-living,soil,permafrost,0.8334780550450571,2322,0.9709809562961286
mgm4470381,free-living,soil,permafrost,0.7919180437301877,2381,0.9801280978813697
mgm4470382,free-living,soil,permafrost,0.8213369118888075,2183,0.9871594323441094
mgm4474351,host-associated,human_host-associated,human_feces,0.96270842429712,2331,0.9754599706536685
mgm4474352,host-associated,human_host-associated,human_feces,0.9502702549827561,2252,0.9819344779363012
mgm4474355,host-associated,human_host-associated,human_feces,0.9646126911731373,2257,0.8802818536302847
mgm4474357,host-associated,human_host-associated,human_feces,0.9421502965507509,2266,0.9749791546962429
mgm4474358,host-associated,human_host-associated,human_feces,0.9763007053509657,2285,0.9821739225604371
mgm4474359,host-associated,human_host-associated,human_feces,0.9811753559543834,2353,0.9778228824964469
mgm4474360,host-associated,human_host-associated,human_feces,0.9648235256189106,2333,0.9836267364256492
mgm4474361,host-associated,human_host-associated,human_feces,0.9683753238197664,2301,0.9764715337172358
mgm4474369,host-associated,human_host-associated,human_feces,0.9619846651267375,2216,0.9799682263894436
mgm4474805,host-associated,human_host-associated,human_feces,0.9682607655129849,2254,0.9844052449085099
mgm4477803,free-living,soil,desert_soil,0.8402904489510846,2349,0.9782037110263142
mgm4477804,free-living,soil,savanna_soil,0.8249855994648775,2203,0.985041302746011
mgm4477805,free-living,soil,desert_soil,0.8372635709055658,2153,0.972277579857776
mgm4477807,free-living,soil,forest_soil,0.8185549148663646,2281,0.9875181190199622
mgm4477872,free-living,soil,desert_soil,0.8269468637529529,2178,0.9788719326492682
mgm4477873,free-living,soil,desert_soil,0.8307875960637842,2323,0.9785440483141898
mgm4477874,free-living,soil,tundra_soil,0.8215093569516299,2317,0.9847715995716582
mgm4477875,free-living,soil,forest_soil,0.8110396808763314,2381,0.9532820086937132
mgm4477876,free-living,soil,forest_soil,0.8346905174199293,2330,0.9719125504581577
mgm4477877,free-living,soil,forest_soil,0.8438911132621828,2216,0.979962999221891
mgm4477899,free-living,soil,forest_soil,0.8406845841599491,2342,0.9616174979456906
mgm4477900,free-living,soil,desert_soil,0.776099359081154,2265,0.9570503980389942
mgm4477901,free-living,soil,desert_soil,0.841602062915727,2211,0.9575965490677942
mgm4477902,free-living,soil,desert_soil,0.824052330777826,2320,0.9849423445978964
mgm4477903,free-living,soil,desert_soil,0.8306378245782131,2255,0.9339946164110262
mgm4477904,free-living,soil,desert_soil,0.8334969479742294,2207,0.93298917944468
mgm4480719,free-living,wastewater,reactor_sludge,0.9280372436501091,2288,0.9851255940462529
mgm4480764,free-living,wastewater,reactor_sludge,0.9225344915205849,2245,0.9565361263402301
mgm4480776,free-living,wastewater,reactor_sludge,0.9173897169503948,2234,0.9581974430096151
mgm4480815,free-living,wastewater,reactor_sludge,0.9106187051044015,2279,0.9849436962376485
mgm4480859,free-living,wastewater,reactor_sludge,0.9054320991446767,2160,0.958898551236132
mgm4480861,free-living,wastewater,reactor_sludge,0.899067552866225,2318,0.9620834196707824
mgm4480863,free-living,wastewater,reactor_sludge,0.8994964112963679,2317,0.9591673930589418
mgm4480864,free-living,wastewater,reactor_sludge,0.8980200972432764,1800,0.9532023160170353
mgm4480865,free-living,wastewater,reactor_sludge,0.9007470775297803,2087,0.9704036958030151
mgm4480867,free-living,wastewater,reactor_sludge,0.8986175405150204,2165,0.9810472741058608
mgm4481524,host-associated,animal_host-associated,animal_feces,0.9322535134856418,2098,0.9694760902713966
mgm4481526,host-associated,animal_host-associated,animal_feces,0.9255993549857898,1809,0.9531033668171464
mgm4481527,host-associated,animal_host-associated,animal_feces,0.928317554689044,2279,0.9788666628348228
mgm4481530,host-associated,animal_host-associated,animal_feces,0.9313598903388247,2293,0.9789024452523014
mgm4481563,host-associated,animal_host-associated,animal_feces,0.9427077501880649,2261,0.9694136237407882
mgm4481574,host-associated,animal_host-associated,animal_feces,0.9396725031083171,2268,0.9695449224926884
mgm4481575,host-associated,animal_host-associated,animal_feces,0.9688125412745885,2299,0.9800779507787758
mgm4481963,free-living,sediment,river_sediment,0.8015454700906304,2240,0.969693744252087
mgm4481964,free-living,sediment,river_sediment,0.8015592837996285,2230,0.9691777610849142
mgm4481966,free-living,sediment,river_sediment,0.7990253294423091,2251,0.9724319081204192
mgm4482600,free-living,soil,agricultural_soil,0.8833746119167294,2340,0.9880069984120152
mgm4482714,host-associated,animal_host-associated,chyme,0.8897675386271945,2336,0.9880529245621996
mgm4483800,host-associated,animal_host-associated,chyme,0.8419075852170438,2246,0.9882301328055615
mgm4483819,free-living,soil,agricultural_soil,0.8896550372494477,2118,0.9810792101590763
mgm4483883,host-associated,animal_host-associated,chyme,0.8596426715361128,2148,0.9813734579579472
mgm4483943,host-associated,animal_host-associated,chyme,0.892187794726601,2341,0.9790089616145217
mgm4484670,host-associated,animal_host-associated,chyme,0.8914150170500591,2345,0.9790369985282722
mgm4484859,host-associated,animal_host-associated,chyme,0.8377171455676272,2350,0.9683679207798433
mgm4484865,host-associated,animal_host-associated,chyme,0.8524129005699473,2354,0.9689544082477626
mgm4486239,host-associated,animal_host-associated,chyme,0.9031625816622082,2364,0.9681188463762623
mgm4486524,host-associated,human_host-associated,mummy,0.9396714101396781,2354,0.9665733945256112
mgm4486533,host-associated,human_host-associated,mummy,0.9485462537005253,2340,0.9712882409106965
mgm4486537,host-associated,human_host-associated,mummy,0.949450428219886,2438,0.9880328962701579
mgm4486539,host-associated,human_host-associated,mummy,0.9460748468973631,2440,0.9880370064338837
mgm4486540,host-associated,human_host-associated,mummy,0.9432165634333842,2373,0.9881806107724088
mgm4486544,host-associated,human_host-associated,mummy,0.9568943073804381,2372,0.9882904555488137
mgm4486613,host-associated,human_host-associated,mummy,0.9554541368773904,2332,0.9688515578766393
mgm4486614,host-associated,human_host-associated,mummy,0.9550061519124702,2339,0.966512801018755
mgm4486617,host-associated,human_host-associated,mummy,0.9571608061759964,2294,0.9844160708646883
mgm4489569,host-associated,animal_host-associated,animal_feces,0.9226889804773166,2290,0.9846154392183634
mgm4489582,host-associated,animal_host-associated,animal_feces,0.9429866025700726,2249,0.9761001238480888
mgm4489661,host-associated,human_host-associated,human_feces,0.9866652061320084,2343,0.9750353941481709
mgm4489662,host-associated,human_host-associated,human_feces,0.9800589107970945,2349,0.9751040414844692
mgm4489668,host-associated,human_host-associated,human_feces,0.9763372167818756,2400,0.9768435304984329
mgm4490314,free-living,wastewater,sludge,0.7682844526981669,2384,0.9767081904814404
mgm4490316,free-living,wastewater,sludge,0.8111215969649546,2145,0.9774292634992255
mgm4491214,free-living,wastewater,sludge,0.7836373434755614,2124,0.9770488251917524
mgm4491220,free-living,wastewater,sludge,0.7682850720102815,2311,0.9770257129795171
mgm4491221,free-living,wastewater,sludge,0.7785414634985278,2288,0.976925994535718
mgm4491222,free-living,wastewater,sludge,0.7735826336791427,2410,0.9736072092050301
mgm4491567,free-living,wastewater,sludge,0.7767334957109541,2389,0.9743739840349829
mgm4491568,free-living,wastewater,sludge,0.7835386482450061,2340,0.9740267114936949
mgm4494621,free-living,wastewater,wastewater_treatment_plant,0.8415155139328601,2458,0.9750583125135361
mgm4494623,free-living,wastewater,wastewater_treatment_plant,0.8420595819092147,809,0.34017263019869515
mgm4494854,free-living,wastewater,sludge,0.8416009623974696,1038,0.8490456208924138
mgm4494855,free-living,wastewater,sludge,0.839305761243416,1158,0.7376677712748524
mgm4494863,free-living,wastewater,sludge,0.825781792794016,2375,0.9017610538675641
mgm4494888,free-living,wastewater,sludge,0.8214341800723238,2297,0.9157476427988656
mgm4502539,host-associated,plant_associated,rhizosphere,0.8175866719131916,2376,0.9107728508601889
mgm4502543,host-associated,plant_associated,rhizosphere,0.8230092787068536,2380,0.9090310486641193
mgm4502923,host-associated,plant_associated,rhizosphere,0.8169180011362851,2370,0.8897277394835755
mgm4502924,host-associated,plant_associated,rhizosphere,0.8157786361082016,2299,0.9027855426270086
mgm4502925,host-associated,plant_associated,rhizosphere,0.8246239222948847,2255,0.9098271212869585
mgm4502926,host-associated,plant_associated,rhizosphere,0.8273750108779402,2325,0.9025474052015126
mgm4502927,host-associated,plant_associated,rhizosphere,0.8142393326982102,2300,0.9290022432627105
mgm4502928,host-associated,plant_associated,rhizosphere,0.8175083037883474,2485,0.9825682639136035
mgm4502930,host-associated,plant_associated,rhizosphere,0.8220240368448887,2409,0.9886098185427286
mgm4502931,host-associated,plant_associated,rhizosphere,0.8194854303087622,2436,0.983629513503302
mgm4502932,host-associated,plant_associated,rhizosphere,0.8191977651549199,2430,0.981937493803649
mgm4502933,host-associated,plant_associated,rhizosphere,0.816015203765273,2383,0.9720535341859302
mgm4502934,host-associated,plant_associated,rhizosphere,0.815747833398309,2436,0.9785371074817586
mgm4502935,host-associated,plant_associated,rhizosphere,0.8280363099660912,883,0.8785496164704978
mgm4508047,free-living,sediment,coastal_marine_sediment,0.8190979356405088,2201,0.9561467920232881
mgm4508937,free-living,soil,agricultural_soil,0.8184505166958772,2176,0.95472999749254706
mgm4508938,free-living,soil,agricultural_soil,0.7961351513024941,2169,0.9739671309608466
mgm4508939,free-living,soil,agricultural_soil,0.8210914257287866,2150,0.9737279911460648
mgm4508940,free-living,soil,agricultural_soil,0.8214815346546058,2251,0.965644672621003
mgm4508941,free-living,soil,forest_soil,0.8153125843103268,2229,0.9660758310043234
mgm4508942,free-living,soil,forest_soil,0.8145574073042591,2292,0.9685549893078153
mgm4509396,free-living,soil,agricultural_soil,0.8099396885991016,2279,0.9679123366763663
mgm4509397,free-living,soil,agricultural_soil,0.8217093728179239,2318,0.9707544586138722
mgm4509398,free-living,soil,agricultural_soil,0.8199679482540801,2295,0.9698079462285278
mgm4509399,free-living,soil,agricultural_soil,0.8198984335499423,2261,0.9346307186357965
mgm4509401,free-living,soil,agricultural_soil,0.8217302807714796,2133,0.956776823785068
mgm4509402,free-living,soil,agricultural_soil,0.7975687555506191,2291,0.9676222893190422
mgm4509403,free-living,soil,agricultural_soil,0.8072986729331204,2281,0.9809969343602105
mgm4509407,free-living,soil,agricultural_soil,0.8181619486957766,2203,0.9744779347917927
mgm4511173,free-living,soil,agricultural_soil,0.8120645236272094,2183,0.9825148639374703
mgm4511176,free-living,soil,agricultural_soil,0.8115297008735407,2086,0.6374485781321539
mgm4511202,free-living,wastewater,sludge,0.8037931989713283,1582,0.5055383756836114
mgm4514245,free-living,soil,desert_soil,0.7906757577510947,2315,0.9522412263774325
mgm4514299,free-living,soil,desert_soil,0.7773762956584616,1939,0.8488435915741049
mgm4519600,free-living,sediment,saline_marsh_sediment,0.7597705306443803,1669,0.8138158031976797
mgm4519606,free-living,sediment,saline_marsh_sediment,0.7407990992756032,2255,0.9374334906214494
mgm4519612,free-living,sediment,saline_marsh_sediment,0.7412781874250306,2240,0.7931334695440528
mgm4519616,free-living,sediment,saline_marsh_sediment,0.7260922141441659,1416,0.7814666484683791
mgm4519620,free-living,sediment,saline_marsh_sediment,0.7411083732588617,2068,0.8254470724069441
mgm4519628,free-living,sediment,saline_marsh_sediment,0.7430922935680373,2257,0.9522346675492863
mgm4519638,free-living,sediment,saline_marsh_sediment,0.7346480113491983,1772,0.738119637985635
mgm4519644,free-living,sediment,saline_marsh_sediment,0.7273388034452942,1837,0.33654175203447867
mgm4519648,free-living,sediment,saline_marsh_sediment,0.7295134661359907,2234,0.7280308851376764
mgm4519652,free-living,sediment,saline_marsh_sediment,0.7333166911952372,1761,0.8362871660163481
mgm4519654,free-living,sediment,saline_marsh_sediment,0.7290890630718347,2218,0.5814204527291182
mgm4519660,free-living,sediment,saline_marsh_sediment,0.7334284814563521,2254,0.8182880156367855
mgm4520022,free-living,sediment,saline_marsh_sediment,0.7714187851711874,2207,0.7177531026854447
mgm4520024,free-living,sediment,saline_marsh_sediment,0.7672418038837835,2206,0.8923466383692553
mgm4520025,free-living,sediment,saline_marsh_sediment,0.74409983182933,1491,0.3453359962520044
mgm4520026,free-living,sediment,saline_marsh_sediment,0.7443978927018036,945,0.6060051193130911
mgm4520027,free-living,sediment,saline_marsh_sediment,0.7382237645188152,903,0.5826325559284958
mgm4520028,free-living,sediment,saline_marsh_sediment,0.7363980737750486,885,0.4537293577703617
mgm4520029,free-living,sediment,saline_marsh_sediment,0.7377552198383853,856,0.653171788292954
mgm4520031,free-living,sediment,saline_marsh_sediment,0.7694013033092758,907,0.7211882600172386
mgm4520032,free-living,sediment,saline_marsh_sediment,0.7480323549807831,880,0.6217179394890028
mgm4520033,free-living,sediment,saline_marsh_sediment,0.7436040524695181,820,0.6693240800015039
mgm4520034,free-living,sediment,saline_marsh_sediment,0.7443514296952218,897,0.648778173089468
mgm4520035,free-living,sediment,saline_marsh_sediment,0.7372792144108945,908,0.7658589625892342
mgm4520036,free-living,sediment,saline_marsh_sediment,0.73819503073697,1286,0.752351819695461
mgm4521534,free-living,wastewater,sludge,0.8043746053761085,919,0.6822766973255625
mgm4522552,free-living,wastewater,sludge,0.8043746053761085,742,0.614401015432648
mgm4524971,free-living,wastewater,sludge,0.79568479345033,663,0.49548070311263037
mgm4525800,host-associated,animal_host-associated,bodily_fluid,0.897883342947222,870,0.7866650593843222
mgm4525801,host-associated,animal_host-associated,bodily_fluid,0.8808208528378271,786,0.4603558764512212
mgm4525802,host-associated,animal_host-associated,bodily_fluid,0.8901230997116178,968,0.7118430141985573
mgm4525803,host-associated,animal_host-associated,bodily_fluid,0.9023454813270815,577,0.5450250625519788
mgm4525804,host-associated,animal_host-associated,bodily_fluid,0.9099471508547236,653,0.5414294560185993
mgm4525805,host-associated,animal_host-associated,bodily_fluid,0.9048250204634561,999,0.6299905984591428
mgm4525806,host-associated,animal_host-associated,bodily_fluid,0.913527748426306,629,0.558510955102623
mgm4525807,host-associated,animal_host-associated,bodily_fluid,0.8957233143118505,1069,0.7108940065269286
mgm4525808,host-associated,animal_host-associated,bodily_fluid,0.9049804500862156,1121,0.7362539638194348
mgm4525809,host-associated,animal_host-associated,bodily_fluid,0.9018949067190499,1151,0.6952721608400683
mgm4525810,host-associated,animal_host-associated,bodily_fluid,0.911544448306323,847,0.6642551388579793
mgm4525811,host-associated,animal_host-associated,bodily_fluid,0.8900024983149852,905,0.5937979006428149
mgm4525812,host-associated,animal_host-associated,bodily_fluid,0.9014003096183736,693,0.5313124436281182
mgm4525813,host-associated,animal_host-associated,bodily_fluid,0.8863512445981647,829,0.6504456928377146
mgm4525814,host-associated,animal_host-associated,bodily_fluid,0.8956097706387157,2275,0.9023787022190854
mgm4525815,host-associated,animal_host-associated,bodily_fluid,0.8820676174993296,2213,0.9327712146807179
mgm4525816,host-associated,animal_host-associated,bodily_fluid,0.8944630950949936,2099,0.9345334553976564
mgm4525817,host-associated,animal_host-associated,bodily_fluid,0.892056697990453,2221,0.9792078453239308
mgm4525818,host-associated,animal_host-associated,bodily_fluid,0.9008530379098058,2199,0.9555793824813331
mgm4525819,host-associated,animal_host-associated,bodily_fluid,0.8925429717978375,2145,0.9812741793869291
mgm4525820,host-associated,animal_host-associated,bodily_fluid,0.9022096190846031,2138,0.983457497957618
mgm4525821,host-associated,animal_host-associated,bodily_fluid,0.9074776982075518,2221,0.9758347844928974
mgm4525822,host-associated,animal_host-associated,bodily_fluid,0.9144021552796184,2055,0.9566190419588589
mgm4525823,host-associated,animal_host-associated,bodily_fluid,0.878382567884209,2298,0.9758699060152353
mgm4525824,host-associated,animal_host-associated,bodily_fluid,0.8892479907920497,2268,0.9755424927489504
mgm4525825,host-associated,animal_host-associated,bodily_fluid,0.8836566762564374,2338,0.9564279961644251
mgm4525826,host-associated,animal_host-associated,bodily_fluid,0.8928057360107081,2395,0.9680559777572684
mgm4525827,host-associated,animal_host-associated,bodily_fluid,0.8862708323960239,2379,0.9678902385130087
mgm4525828,host-associated,animal_host-associated,bodily_fluid,0.8942338262341262,2366,0.9752682687333017
mgm4525829,host-associated,animal_host-associated,bodily_fluid,0.8889876722247331,2393,0.971908176930313
mgm4525830,host-associated,animal_host-associated,bodily_fluid,0.897263121460107,2383,0.9643872590496716
mgm4525831,host-associated,animal_host-associated,bodily_fluid,0.8716156020154551,2363,0.940057891919412
mgm4525832,host-associated,animal_host-associated,bodily_fluid,0.880042005860903,2338,0.9425680343861538
mgm4525833,host-associated,animal_host-associated,bodily_fluid,0.8957094635751104,2362,0.9476556547744639
mgm4525834,host-associated,animal_host-associated,bodily_fluid,0.8961644979535158,2366,0.982348611313086
mgm4525835,host-associated,animal_host-associated,bodily_fluid,0.8754588388822836,2401,0.942102063309159
mgm4525836,host-associated,animal_host-associated,bodily_fluid,0.8809581312584182,2360,0.9741125802237022
mgm4525837,host-associated,animal_host-associated,bodily_fluid,0.8737538376231025,2382,0.9754151589641745
mgm4525838,host-associated,animal_host-associated,bodily_fluid,0.8835930096314283,2334,0.9742409171980193
mgm4525839,host-associated,animal_host-associated,bodily_fluid,0.897661487020882,1356,0.9588882208600082
mgm4525840,host-associated,animal_host-associated,bodily_fluid,0.9036062466565874,1813,0.725208456625499
mgm4525841,host-associated,animal_host-associated,bodily_fluid,0.8782117266447441,532,0.9459415502640377
mgm4525842,host-associated,animal_host-associated,bodily_fluid,0.8832289814720693,2243,0.9805797488060622
mgm4525843,host-associated,animal_host-associated,bodily_fluid,0.8846411893856264,2186,0.9797109964437474
mgm4525844,host-associated,animal_host-associated,bodily_fluid,0.8921841049054722,2046,0.9704155789809905
mgm4525845,host-associated,animal_host-associated,bodily_fluid,0.8953325047375881,2133,0.9700559898627926
mgm4525846,host-associated,animal_host-associated,bodily_fluid,0.9021422667033907,2157,0.9697523500544613
mgm4525847,host-associated,animal_host-associated,bodily_fluid,0.8851540073150838,2162,0.974918531039682
mgm4525848,host-associated,animal_host-associated,bodily_fluid,0.8927304927526416,2004,0.9697394715963359
mgm4525849,host-associated,animal_host-associated,bodily_fluid,0.8473747894876653,1976,0.9701264489999665
mgm4525850,host-associated,animal_host-associated,bodily_fluid,0.8565056842806462,1997,0.9749686652786056
mgm4525948,host-associated,animal_host-associated,bodily_fluid,0.8486726973010874,2030,0.970392533333884
mgm4525949,host-associated,animal_host-associated,bodily_fluid,0.849631109390342,2164,0.9747719707080377
mgm4525950,host-associated,animal_host-associated,bodily_fluid,0.8311072955758438,1832,0.9696066658772178
mgm4525951,host-associated,animal_host-associated,bodily_fluid,0.8332166298493364,1980,0.9694473983251605
mgm4525952,host-associated,animal_host-associated,bodily_fluid,0.8519753037081322,1816,0.97237397315404706
mgm4525953,host-associated,animal_host-associated,bodily_fluid,0.8520124146574487,2098,0.969395481905017
mgm4525954,host-associated,animal_host-associated,bodily_fluid,0.8281968617581511,1995,0.9748284881333416
mgm4525955,host-associated,animal_host-associated,bodily_fluid,0.8295573598042824,1772,0.9699690027432011
mgm4525957,host-associated,animal_host-associated,bodily_fluid,0.9001822016251055,2157,0.9697523500544613
mgm4525958,host-associated,animal_host-associated,bodily_fluid,0.8885136494390473,2004,0.9697394715963359
mgm4526720,host-associated,animal_host-associated,animal_feces,0.8187782040171692,2098,0.969395481905017
mgm4526721,host-associated,animal_host-associated,animal_feces,0.8168585879799815,2100,0.9723833733662662
mgm4526723,host-associated,animal_host-associated,animal_feces,0.8221294122242309,1976,0.9724618759304221
mgm4526728,host-associated,animal_host-associated,animal_feces,0.8795612051784004,2100,0.9723833733662662
mgm4526729,host-associated,animal_host-associated,animal_feces,0.8314150116086121,2436,0.9722584556031681
mgm4526730,host-associated,animal_host-associated,animal_feces,0.8948999409783276,2068,0.977235613075118
mgm4526731,host-associated,animal_host-associated,animal_feces,0.9084161588301035,2151,0.9771388731704427
mgm4526732,host-associated,animal_host-associated,animal_feces,0.8278140949699647,1896,0.9770641055118066
mgm4530395,free-living,soil,forest_soil,0.828172189876261,2198,0.9782367196168762
mgm4530396,free-living,soil,forest_soil,0.8286787915694147,2145,0.9777239685508027
mgm4531566,free-living,wastewater,wastewater_treatment_plant,0.8270449909938339,2118,0.977392135410093
mgm4531568,free-living,wastewater,wastewater_treatment_plant,0.8271754822105202,1933,0.978919972095452
mgm4531570,free-living,wastewater,wastewater_treatment_plant,0.8270422370123448,2007,0.9789297217717481
mgm4531573,free-living,wastewater,wastewater_treatment_plant,0.8267481692016181,2156,0.9789431917595104
mgm4531583,free-living,wastewater,wastewater_treatment_plant,0.8301796633086463,1797,0.9699782241303987
mgm4531584,free-living,wastewater,wastewater_treatment_plant,0.8305940257753709,2175,0.9779190915336179
mgm4531585,free-living,wastewater,wastewater_treatment_plant,0.8301745920773949,1962,0.9776792396550664
mgm4531586,free-living,wastewater,wastewater_treatment_plant,0.8307839264900024,1994,0.9774119251777635
mgm4531600,free-living,wastewater,wastewater_treatment_plant,0.8319158093500425,2027,0.9779497043962522
mgm4531601,free-living,wastewater,wastewater_treatment_plant,0.8319987770731326,1933,0.978919972095452
mgm4531604,free-living,wastewater,wastewater_treatment_plant,0.9085086398376487,2007,0.9789297217717481
mgm4531605,free-living,wastewater,wastewater_treatment_plant,0.9088457506998615,2388,0.9830467467368468
mgm4531895,free-living,wastewater,wastewater_treatment_plant,0.8417742836488922,2443,0.9760804631492017
mgm4531897,free-living,wastewater,wastewater_treatment_plant,0.8419561125685834,2458,0.9849938194776112
mgm4531922,free-living,wastewater,wastewater_treatment_plant,0.8163650956042384,2439,0.9824173463142456
mgm4531924,free-living,wastewater,wastewater_treatment_plant,0.8164151683519083,2452,0.9847824644348572
mgm4532156,free-living,freshwater,river,0.9093626744643641,2435,0.9797778691127172
mgm4532159,free-living,soil,compost,0.8131283566372398,2389,0.9828224190311329
mgm4532160,free-living,soil,compost,0.8426657362040353,2411,0.9850345650165849
mgm4532161,free-living,soil,compost,0.8297912168143362,2423,0.9752468954989452
mgm4532162,free-living,soil,compost,0.8235003744396959,2418,0.9845714476522881
mgm4532163,free-living,soil,compost,0.8426883261441948,2442,0.9841809992260816
mgm4532702,free-living,soil,compost,0.8432084717603747,2438,0.9702549209871698
mgm4533994,free-living,soil,compost,0.8236413200105922,2415,0.9717072939923304
mgm4533995,free-living,soil,compost,0.8424711906323533,2436,0.97173658698890375
mgm4533996,free-living,soil,compost,0.8422445343686449,2427,0.9849381635516742
mgm4533997,free-living,soil,compost,0.8230390840011196,2463,0.9932668991984358
mgm4533998,free-living,soil,compost,0.8295483358524696,2444,0.9895104565640176
mgm4533999,free-living,soil,compost,0.8131175797830968,2463,0.9925285758121749
mgm4534000,free-living,soil,compost,0.8149386815772895,2463,0.9932668627614754
mgm4534202,host-associated,animal_host-associated,bodily_fluid,0.8160375264567499,2466,0.9925883246212918
mgm4534203,host-associated,animal_host-associated,bodily_fluid,0.8172801468463387,2463,0.9918267277988846
mgm4534204,host-associated,animal_host-associated,bodily_fluid,0.8201673603809302,2464,0.992210653075883
mgm4534205,host-associated,animal_host-associated,bodily_fluid,0.8160204041195369,2457,0.9918992295950266
mgm4534206,host-associated,animal_host-associated,bodily_fluid,0.8032478322685138,2351,0.9266094213921667
mgm4534207,host-associated,animal_host-associated,bodily_fluid,0.8031619789745321,2359,0.9309872639544067
mgm4534208,host-associated,animal_host-associated,bodily_fluid,0.8102845337822774,2434,0.94296816923182325
mgm4534209,host-associated,animal_host-associated,bodily_fluid,0.8073751931487042,2388,0.9819786698331746
mgm4534210,host-associated,animal_host-associated,bodily_fluid,0.8260040498778839,2259,0.9905415118142961
mgm4534211,host-associated,animal_host-associated,bodily_fluid,0.8219267725006093,2415,0.9897422453591349
mgm4534212,host-associated,animal_host-associated,bodily_fluid,0.8485064833833288,2415,0.9897422453591349
mgm4534213,host-associated,animal_host-associated,bodily_fluid,0.8629864933872647,2436,0.9908877934617908
mgm4534214,host-associated,animal_host-associated,bodily_fluid,0.8158692379618676,2453,0.9729557211414456
mgm4534215,host-associated,animal_host-associated,bodily_fluid,0.8133827950268484,2389,0.9658720304564006
mgm4534216,host-associated,animal_host-associated,bodily_fluid,0.8102784319670263,2387,0.9762940198953121
mgm4534217,host-associated,animal_host-associated,bodily_fluid,0.8099466720092848,2341,0.9189282070368734
mgm4534218,host-associated,animal_host-associated,bodily_fluid,0.8028993219046044,2374,0.8065717592005113
mgm4534220,host-associated,animal_host-associated,bodily_fluid,0.811365045720011,2377,0.980441427323804
mgm4534221,host-associated,animal_host-associated,bodily_fluid,0.8148729876291247,2347,0.9837572884224
mgm4534224,host-associated,animal_host-associated,bodily_fluid,0.8191753691376638,2372,0.9884405658022469
mgm4534225,host-associated,animal_host-associated,bodily_fluid,0.817513268989876,2353,0.9875119869464566
mgm4534226,host-associated,animal_host-associated,bodily_fluid,0.820575177395371,2363,0.7689809658409504
mgm4534227,host-associated,animal_host-associated,bodily_fluid,0.8200671264653484,905,0.9501098081620646
mgm4534334,free-living,freshwater,river,0.9051768406704881,1945,0.9005163546514151
mgm4534335,free-living,freshwater,river,0.905101729106222,2079,0.7069699380565548
mgm4534340,free-living,freshwater,river,0.8919078246884098,2405,0.8996738823846571
mgm4534341,free-living,freshwater,river,0.891742916433404,2369,0.9850177679830222
mgm4534346,free-living,freshwater,river,0.892087454419479,2386,0.8852592748945214
mgm4534347,free-living,freshwater,river,0.8920480445057787,2390,0.8388644979570563
mgm4534351,free-living,freshwater,river,0.8875226103159445,2374,0.9567119212646701
mgm4534773,host-associated,plant_associated,plant-associated,0.8566063001814886,2386,0.9840693421507893
mgm4534775,host-associated,plant_associated,plant-associated_hypersaline_water,0.8470701038888582,2399,0.9698975821302296
mgm4534778,host-associated,plant_associated,plant-associated_hypersaline_water,0.8747966280208109,2286,0.7946871384365259
mgm4534779,host-associated,plant_associated,plant-associated_hypersaline_water,0.8486255316632471,2377,0.935540967747578
mgm4534780,host-associated,plant_associated,plant-associated_hypersaline_water,0.8791380083198649,2390,0.9514237870173593
mgm4534781,host-associated,plant_associated,plant-associated_hypersaline_water,0.883836403263456,2375,0.9372839833527009
